order_raw_id,customer_id,prod_code,order_date,order_number,order_line_number,unit_price,discount_pct,order_qty,extended_order_total
 10340,C99878,1008,2004-06-17, 5000304, 1, 62.88, 5, 3,179.21
 10341,C42224,1002,2004-06-26, 5000055, 1, 14.97, 10, 3,40.42
 10342,C43030,1003,2004-06-30, 5000083, 1, 12.99, 5, 3,37.02
 10343,C43616,1002,2004-07-08, 5000104, 1, 14.97, 5, 3,42.66
 10344,C44422,1012,2004-07-10, 5000131, 1, 38.54, 15, 2,65.52
 10345,C26215,1021,2004-07-20, 5000351, 1, 24.99, 5, 1,23.74
 10346,C26215,1053,2004-07-20, 5000351, 2, 93.0, 5, 3,265.05
 10347,C94312,1035,2004-07-22, 5000126, 1, 43.95, 5, 3,125.26
 10348,C19843,1009,2004-08-03, 5000144, 1, 16.99, 5, 2,32.28
 10349,C3760,1009,2004-08-03, 5000440, 1, 16.99, 10, 2,30.58
 10350,C74787,1010,2004-08-08, 5000300, 1, 69.99, 0, 3,209.97
 10351,C73395,1022,2004-08-15, 5000260, 1, 13.99, 0, 2,27.98
 10352,C98926,1019,2004-08-16, 5000275, 1, 79.7, 15, 1,67.75
 10353,C23285,1011,2004-08-21, 5000255, 1, 24.99, 5, 3,71.22
 10354,C20722,1006,2004-08-26, 5000174, 1, 41.99, 0, 4,167.96
 10355,C66657,1038,2004-08-26, 5000039, 1, 16.99, 15, 3,43.32
 10356,C97681,1035,2004-09-03, 5000238, 1, 43.95, 10, 1,39.56
 10357,C29291,1049,2004-09-13, 5000461, 1, 206.99, 10, 2,372.58
 10358,C93506,1054,2004-09-26, 5000101, 1, 200.0, 10, 2,360
 10359,C76105,1050,2004-09-27, 5000350, 1, 98.96, 15, 3,252.35
 10360,C28339,1009,2004-10-03, 5000422, 1, 16.99, 10, 4,61.16
 10361,C69660,1030,2004-10-08, 5000139, 1, 22.75, 15, 4,77.35
 10362,C3980,1015,2004-10-14, 5000450, 1, 8.0, 10, 2,14.4
 10363,C54236,1043,2004-10-19, 5000459, 1, 24.99, 20, 4,79.97
 10364,C21015,1001,2004-10-23, 5000180, 1, 53.5, 10, 3,144.45
 10365,C53211,1006,2004-10-27, 5000415, 1, 41.99, 15, 1,35.69
 10366,C25043,1022,2004-10-30, 5000312, 1, 13.99, 0, 3,41.97
 10367,C68854,1020,2004-11-01, 5000112, 1, 26.99, 15, 4,91.77
 10368,C19110,1046,2004-11-06, 5000121, 1, 183.17, 10, 3,494.56
 10369,C95411,1024,2004-11-19, 5000161, 1, 25.0, 15, 2,42.5
 10370,C44715,1031,2004-11-21, 5000141, 1, 17.99, 15, 2,30.58
 10371,C684,1043,2004-12-13, 5000334, 1, 24.99, 20, 3,59.98
 10372,C26874,1015,2004-12-14, 5000371, 1, 8.0, 15, 1,6.8
 10373,C44129,1024,2004-12-16, 5000123, 1, 25.0, 10, 2,45
 10374,C66657,1019,2004-12-20, 5000038, 1, 79.7, 5, 5,378.58
 10375,C2735,1023,2004-12-23, 5000395, 1, 29.99, 15, 2,50.98
 10376,C50647,1035,2004-12-25, 5000330, 1, 43.95, 15, 2,74.72
 10377,C4200,1002,2004-12-31, 5000458, 1, 14.97, 10, 5,67.37
 10378,C24677,1052,2005-01-07, 5000295, 1, 107.96, 10, 1,97.16
 10379,C2295,1011,2005-01-16, 5000381, 1, 24.99, 15, 2,42.48
 10380,C71051,1037,2005-01-20, 5000183, 1, 54.94, 15, 4,186.8
 10381,C23285,1046,2005-01-25, 5000254, 1, 183.17, 10, 3,494.56
 10382,C66291,1022,2005-01-28, 5000026, 1, 13.99, 5, 4,53.16
 10383,C74128,1011,2005-01-28, 5000282, 1, 24.99, 10, 2,44.98
 10384,C92261,1037,2005-01-29, 5000058, 1, 54.94, 20, 3,131.86
 10385,C72150,1014,2005-01-30, 5000225, 1, 17.49, 15, 4,59.47
 10386,C42591,1010,2005-01-31, 5000068, 1, 69.99, 5, 2,132.98
 10387,C96875,1028,2005-01-31, 5000212, 1, 4.5, 5, 4,17.1
 10388,C44349,1005,2005-02-05, 5000128, 1, 26.99, 5, 2,51.28
 10389,C18744,1030,2005-02-11, 5000108, 1, 22.75, 10, 4,81.9
 10390,C21747,1001,2005-02-12, 5000208, 1, 53.5, 0, 4,214
 10391,C50428,1035,2005-02-16, 5000324, 1, 43.95, 15, 3,112.07
 10392,C69953,1001,2005-03-01, 5000150, 1, 53.5, 15, 1,45.48
 10393,C96289,1054,2005-03-01, 5000193, 1, 200.0, 0, 1,200
 10394,C74714,1037,2005-03-07, 5000297, 1, 54.94, 5, 1,52.19
 10395,C2662,1000,2005-03-11, 5000394, 1, 1000.0, 10, 4,3600
 10396,C77204,1008,2005-03-23, 5000378, 1, 62.88, 10, 1,56.59
 10397,C77204,1027,2005-03-23, 5000378, 2, 4.5, 10, 3,12.15
 10398,C92847,1008,2005-04-12, 5000079, 1, 62.88, 5, 3,179.21
 10399,C68341,1020,2005-04-13, 5000094, 1, 26.99, 5, 1,25.64
 10400,C96729,1036,2005-04-16, 5000206, 1, 28.24, 5, 2,53.66
 10401,C27973,1046,2005-04-17, 5000404, 1, 183.17, 10, 4,659.41
 10402,C44422,1042,2005-04-19, 5000130, 1, 89.99, 15, 4,305.97
 10403,C54529,1048,2005-05-02, 5000469, 1, 104.49, 10, 2,188.08
 10404,C20429,1007,2005-05-06, 5000162, 1, 7.96, 15, 3,20.3
 10405,C44056,1010,2005-05-16, 5000119, 1, 69.99, 5, 4,265.96
 10406,C44861,1022,2005-05-17, 5000146, 1, 13.99, 20, 3,33.58
 10407,C47059,1032,2005-05-20, 5000221, 1, 4.5, 0, 5,22.5
 10408,C2149,1045,2005-05-23, 5000377, 1, 99.99, 10, 2,179.98
 10409,C97535,1006,2005-05-23, 5000234, 1, 41.99, 20, 2,67.18
 10410,C21088,1005,2005-05-27, 5000184, 1, 26.99, 0, 2,53.98
 10411,C50940,1006,2005-06-01, 5000343, 1, 41.99, 10, 2,75.58
 10412,C28779,1003,2005-06-02, 5000441, 1, 12.99, 10, 4,46.76
 10413,C21235,1029,2005-06-03, 5000189, 1, 21.48, 5, 4,81.62
 10414,C27607,1019,2005-06-11, 5000390, 1, 79.7, 5, 1,75.72
 10415,C18232,1039,2005-06-12, 5000089, 1, 34.0, 10, 3,91.8
 10416,C25995,1012,2005-06-13, 5000348, 1, 38.54, 15, 5,163.8
 10417,C77131,1048,2005-06-23, 5000376, 1, 104.49, 20, 4,334.37
 10418,C26508,1008,2005-07-09, 5000360, 1, 62.88, 10, 2,113.18
 10419,C99073,1028,2005-07-12, 5000280, 1, 4.5, 20, 5,18
 10420,C78229,1005,2005-07-13, 5000417, 1, 26.99, 10, 3,72.87
 10421,C71930,1037,2005-07-18, 5000216, 1, 54.94, 0, 2,109.88
 10422,C22699,1053,2005-08-03, 5000239, 1, 93.0, 15, 1,79.05
 10423,C94458,1014,2005-08-03, 5000132, 1, 17.49, 10, 3,47.22
 10424,C24164,1031,2005-08-04, 5000284, 1, 17.99, 15, 4,61.17
 10425,C72370,1031,2005-08-04, 5000229, 1, 17.99, 15, 2,30.58
 10426,C95630,1029,2005-08-06, 5000169, 1, 21.48, 10, 3,58
 10427,C90943,1029,2005-08-07, 5000014, 1, 21.48, 5, 5,102.03
 10428,C90943,1056,2005-08-07, 5000014, 2, 2123.0, 20, 4,6793.6
 10429,C97535,1024,2005-08-11, 5000235, 1, 25.0, 10, 2,45
 10430,C20795,1017,2005-08-12, 5000176, 1, 19.95, 15, 3,50.87
 10431,C53504,1050,2005-09-01, 5000429, 1, 98.96, 10, 5,445.32
 10432,C3467,1023,2005-09-06, 5000427, 1, 29.99, 20, 4,95.97
 10433,C25629,1009,2005-09-10, 5000328, 1, 16.99, 15, 5,72.21
 10434,C41639,1041,2005-09-16, 5000037, 1, 28.94, 20, 4,92.61
 10435,C66071,1042,2005-09-18, 5000017, 1, 89.99, 10, 4,323.96
 10436,C98340,1020,2005-09-18, 5000257, 1, 26.99, 15, 4,91.77
 10437,C21015,1025,2005-09-19, 5000179, 1, 39.94, 15, 4,135.8
 10438,C72077,1015,2005-10-14, 5000222, 1, 8.0, 15, 3,20.4
 10439,C72077,1053,2005-10-14, 5000222, 2, 93.0, 0, 2,186
 10440,C78596,1009,2005-10-15, 5000434, 1, 16.99, 20, 4,54.37
 10441,C24677,1037,2005-10-23, 5000296, 1, 54.94, 15, 2,93.4
 10442,C97608,1036,2005-10-29, 5000237, 1, 28.24, 20, 5,112.96
 10443,C68415,1002,2005-10-30, 5000096, 1, 14.97, 5, 1,14.22
 10444,C66437,1035,2005-11-01, 5000032, 1, 43.95, 20, 3,105.48
 10445,C98267,1044,2005-11-01, 5000253, 1, 22.99, 10, 4,82.76
 10446,C93506,1029,2005-11-11, 5000100, 1, 21.48, 15, 5,91.29
 10447,C18671,1043,2005-11-19, 5000106, 1, 24.99, 10, 4,89.96
 10448,C76398,1000,2005-11-20, 5000355, 1, 1000.0, 15, 5,4250
 10449,C41419,1014,2005-11-22, 5000031, 1, 17.49, 5, 4,66.46
 10450,C96875,1033,2005-12-17, 5000211, 1, 19.95, 0, 3,59.85
 10451,C19696,1054,2005-12-22, 5000140, 1, 200.0, 5, 3,570
 10452,C27241,1028,2005-12-22, 5000380, 1, 4.5, 15, 1,3.82
 10453,C3174,1026,2005-12-22, 5000414, 1, 18.15, 15, 3,46.28
 10454,C73322,1016,2005-12-26, 5000256, 1, 5.99, 15, 4,20.37
 10455,C73322,1046,2005-12-26, 5000256, 2, 183.17, 0, 2,366.34
 10456,C76764,1018,2005-12-29, 5000366, 1, 44.99, 20, 4,143.97
 10457,C16986,1011,2006-01-15, 5000046, 1, 24.99, 20, 1,19.99
 10458,C99805,1047,2006-01-22, 5000301, 1, 56.95, 0, 5,284.75
 10459,C46326,1044,2006-01-28, 5000195, 1, 22.99, 5, 4,87.36
 10460,C53870,1044,2006-01-30, 5000447, 1, 22.99, 0, 5,114.95
 10461,C94019,1024,2006-02-12, 5000115, 1, 25.0, 15, 4,85
 10462,C92188,1030,2006-03-07, 5000053, 1, 22.75, 0, 3,68.25
 10463,C69367,1041,2006-03-20, 5000129, 1, 28.94, 5, 1,27.49
 10464,C96216,1042,2006-04-01, 5000188, 1, 89.99, 10, 2,161.98
 10465,C77570,1016,2006-04-14, 5000388, 1, 5.99, 0, 2,11.98
 10466,C99732,1048,2006-05-15, 5000298, 1, 104.49, 0, 4,417.96
 10467,C52625,1030,2006-05-17, 5000392, 1, 22.75, 5, 3,64.84
 10468,C28632,1052,2006-05-28, 5000436, 1, 107.96, 15, 5,458.83
 10469,C94092,1010,2006-05-28, 5000120, 1, 69.99, 20, 3,167.98
 10470,C25,1008,2006-05-31, 5000310, 1, 62.88, 15, 3,160.34
 10471,C391,1016,2006-06-03, 5000322, 1, 5.99, 0, 2,11.98
 10472,C76325,1030,2006-06-06, 5000353, 1, 22.75, 10, 3,61.43
 10473,C46546,1032,2006-06-08, 5000201, 1, 4.5, 5, 5,21.37
 10474,C75886,1033,2006-06-14, 5000341, 1, 19.95, 5, 5,94.76
 10475,C2515,1053,2006-07-03, 5000386, 1, 93.0, 0, 2,186
 10476,C95557,1043,2006-07-16, 5000166, 1, 24.99, 0, 2,49.98
 10477,C22260,1053,2006-07-18, 5000228, 1, 93.0, 15, 3,237.15
 10478,C96656,1008,2006-07-18, 5000205, 1, 62.88, 10, 2,113.18
 10479,C684,1032,2006-08-01, 5000335, 1, 4.5, 10, 2,8.1
 10480,C27460,1043,2006-08-02, 5000384, 1, 24.99, 10, 2,44.98
 10481,C19037,1051,2006-08-07, 5000116, 1, 122.37, 15, 3,312.04
 10482,C43323,1028,2006-08-07, 5000093, 1, 4.5, 5, 3,12.82
 10483,C73981,1031,2006-08-18, 5000276, 1, 17.99, 5, 5,85.45
 10484,C52991,1017,2006-09-03, 5000405, 1, 19.95, 15, 3,50.87
 10485,C43543,1023,2006-09-16, 5000102, 1, 29.99, 15, 1,25.49
 10486,C17572,1001,2006-09-25, 5000067, 1, 53.5, 5, 3,152.47
 10487,C16107,1046,2006-10-01, 5000021, 1, 183.17, 10, 2,329.71
 10488,C54456,1010,2006-11-07, 5000465, 1, 69.99, 15, 4,237.97
 10489,C53211,1011,2006-11-19, 5000416, 1, 24.99, 10, 2,44.98
 10490,C19989,1019,2006-11-27, 5000152, 1, 79.7, 5, 4,302.86
 10491,C25043,1042,2006-12-01, 5000311, 1, 89.99, 15, 1,76.49
 10492,C53065,1018,2006-12-15, 5000408, 1, 44.99, 5, 3,128.22
 10493,C46180,1041,2006-12-24, 5000186, 1, 28.94, 0, 2,57.88
 10494,C25263,1018,2007-01-02, 5000319, 1, 44.99, 10, 4,161.96
 10495,C92188,1031,2007-01-04, 5000052, 1, 17.99, 5, 5,85.45
 10496,C91089,1022,2007-01-07, 5000019, 1, 13.99, 5, 3,39.87
 10497,C19110,1005,2007-01-17, 5000122, 1, 26.99, 10, 5,121.45
 10498,C93286,1022,2007-01-23, 5000092, 1, 13.99, 10, 1,12.59
 10499,C77863,1027,2007-01-31, 5000401, 1, 4.5, 5, 2,8.55
